연번,시도,시군구,시군구,주소,기관명,대표전화,종별구분,설립구분,행정입원,폐쇄병상,개방병상,입원병상운영_야간공휴일,응급입원,낮병동운영,상급종합병원여부
1461,경기,부천시,원미구,부일로 204,희망정신건강의학과,032-327-4567,6. 의원,4. 개인,,,,,,,
1462,경기,성남시,분당구,판교역로 178,w정신건강의학과,031-8016-6663,6. 의원,4. 개인,,,,,,,
1463,경기,성남시,분당구,성남대로 345,강동우 정신건강의학과의원,031-712-0506,6. 의원,4. 개인,,,,,,,
1464,경기,성남시,분당구,성남대로 912,고려휴정신건강의학과의원,031-604-5500,6. 의원,4. 개인,,,,,,,
1465,경기,성남시,분당구,분당내곡로 131 판교테크원타워,공감과분석정신건강의학과,031-601-7595,6. 의원,4. 개인,,,,,,,
1466,경기,성남시,분당구,새마을로 177번길 81,국군수도병원,1688-9151,1. 종합병원,5. 군병원,,,,O,O,,
1467,경기,성남시,분당구,성남대로 165 천사의 도시1차,닥터맘정신건강의학과의원,031-717-3776,6. 의원,4. 개인,,,,,,,
1468,경기,성남시,분당구,대왕판교로 606번길 58,단비정신건강의학과,031-778-7097,6. 의원,4. 개인,,,,,,,
1469,경기,성남시,분당구,대왕판교로 606번길 39,더쉼정신건강의학과,031-698-3388,6. 의원,4. 개인,,,,,,,
1470,경기,성남시,분당구,장미로 78 시그마3,뜰에샘의원 정신건강의학과,031-708-1213,6. 의원,4. 개인,,,,,,,
1471,경기,성남시,분당구,성남대로 385,라끄리니정신건강의학과,031-710-9590,6. 의원,4. 개인,,,,,,,
1472,경기,성남시,분당구,대왕판교로 606번길 41,마음정원 정신건강의학과의원,031-602-7759,6. 의원,4. 개인,,,,,,,
1473,경기,성남시,분당구,성남대로 38 K&FC 코퍼레이션,맑은세상정신건강의학과,031-715-4569,6. 의원,4. 개인,,,,,,,
1474,경기,성남시,분당구,황새울로 342번길 9,모두의 정신건강의학과 의원,031-702-5202,6. 의원,4. 개인,,,,,,,
1475,경기,성남시,분당구,성남대로 345(정자동) 정자역프라자,분당내마음정신건강의학과,031-718-6988,6. 의원,4. 개인,,,,,,,
1476,경기,성남시,분당구,구미로 173번길 82,분당서울대학교병원,1588-3369,1. 종합병원,2. 공립,,,,O,O,O,O
1477,경기,성남시,분당구,돌마로 73,분당성모정신건강의학과의원,031-714-7574,6. 의원,4. 개인,,,,,,,
1478,경기,성남시,분당구,서현로 180번길 20,분당제생병원,031-779-0114,1. 종합병원,3. 법인,,,,,,,
1479,경기,성남시,분당구,돌마로 75.,분당지상정신건강의학과의원,031-718-3000,6. 의원,4. 개인,,,,,,,
1480,경기,성남시,분당구,판교역로 192번길 16,삼성공감정신건강의학과의원,031-8017-2035,6. 의원,4. 개인,,,,,,,
1481,경기,성남시,분당구,돌마로 67 금산잼월드,서울수 정신건강의학과의원,031-714-7571,6. 의원,4. 개인,,,,,,,
1482,경기,성남시,분당구,백현로 101번길 16,서울아이마음정신건강의학과,031-717-9123,6. 의원,4. 개인,,,,,,,
1483,경기,성남시,분당구,성남대로 331번길 3-3 젤존타워3차 (젤존3),서울유쾌한정신건강의학과의원,031-698-2089,6. 의원,4. 개인,,,,,,,
1484,경기,성남시,분당구,판교역로 152,서울청정신건강의학과,031-602-7500,6. 의원,4. 개인,,,,,,,
1485,경기,성남시,분당구,성남대로 389,서울탑정신건강의학과의원,031-716-2082,6. 의원,4. 개인,,,,,,,
1486,경기,성남시,분당구,황새울로 335번길5 N타운빌딩,서현정신건강의학과,031-698-2127,6. 의원,4. 개인,,,,,,,
1487,경기,성남시,분당구,성남대로 926,성모정신건강의학과,031-708-0353,6. 의원,4. 개인,,,,,,,
1488,경기,성남시,분당구,서현로 210번길2,소운정신건강의학과의원,031-703-7820,6. 의원,4. 개인,,,,,,,
1489,경기,성남시,분당구,판교역로 136,송율정신건강의학과,031-8039-7270,6. 의원,4. 개인,,,,,,,
1490,경기,성남시,분당구,성남대로 926번길 6 대덕프라자,신상은정신건강의학과의원,031-706-8131,6. 의원,4. 개인,,,,,,,
1491,경기,성남시,분당구,분당로 53번길 9,신유호정신건강의학과의원,031-706-4824,6. 의원,4. 개인,,,,,,,
1492,경기,성남시,분당구,성남대로 916번길 7,신지용정신건강의학과의원,031-705-5594,6. 의원,4. 개인,,,,,,,
1493,경기,성남시,분당구,성남대로 168 미도프라자,연세 예 정신건강의학과의원,031-716-8833,6. 의원,4. 개인,,,,,,,
1494,경기,성남시,분당구,서현로 192,연세리정신건강의학과,031-707-5646,6. 의원,4. 개인,,,,,,,
1495,경기,성남시,분당구,황새울로 342번길 23(서현동,연세소울정신건강의학과,031-781-8620,6. 의원,4. 개인,,,,,,,
1496,경기,성남시,분당구,돌마로 47 이코노샤르망,연세에덴정신건강의학과,031-713-9434,6. 의원,4. 개인,,,,,,,
1497,경기,성남시,분당구,서현로 321번길10.,연세정정신건강의학과,031-704-7585,6. 의원,4. 개인,,,,,,,
1498,경기,성남시,분당구,야탑로 81번길 10,연세푸른정신과의원,031-622-0707,6. 의원,4. 개인,,,,,,,
1499,경기,성남시,분당구,백현로 101번길 23,열린정신건강의학과,031-714-9515,6. 의원,4. 개인,,,,,,,
1500,경기,성남시,분당구,운중로 118,오세철 정신건강의학과의원,031-707-5372,6. 의원,4. 개인,,,,,,,
1501,경기,성남시,분당구,황새울로 312번길 20,우경종정신건강의학과의원,031-707-6353,6. 의원,4. 개인,,,,,,,
1502,경기,성남시,분당구,성남대로 168 미도프라자,우리아이맘정신건강의학과 의원,031-711-2590,6. 의원,4. 개인,,,,,,,
1503,경기,성남시,분당구,성남대로 331번길 3-3 젤존3,이삭정신건강의학과의원,031-719-7889,6. 의원,4. 개인,,,,,,,
1504,경기,성남시,분당구,분당로 53번길 12,이지브레인정신건강의학과,031-701-8275,6. 의원,4. 개인,,,,,,,
1505,경기,성남시,분당구,분당로 53번길 22,이효근정신건강의학과의원,031-702-5253,6. 의원,4. 개인,,,,,,,
1506,경기,성남시,분당구,성남대로 331번길 7 정자스타빌딩,정배연공감동의원,031-716-3090,6. 의원,4. 개인,,,,,,,
1507,경기,성남시,분당구,백현로 101번길 17,조현우정신건강의학과의원,031-717-0900,6. 의원,4. 개인,,,,,,,
1508,경기,성남시,분당구,판교역로 184,지금여기정신건강의학과의원,031-697-8881,6. 의원,4. 개인,,,,,,,
1509,경기,성남시,분당구,야탑로 59,차의과학대학교 분당차병원,031-780-5000,1. 종합병원,3. 법인,,,,O,O,O,
1510,경기,성남시,분당구,판교역로 235 H스퀘어 N동,판교삼성정신건강의학과의원,031-603-7003,6. 의원,4. 개인,,,,,,,
1511,경기,성남시,분당구,분당내곡로 151 삼도타워 402,판교성모숲정신건강의학과의원,031-603-7003,6. 의원,4. 개인,,,,,,,
1512,경기,성남시,분당구,돌마로 68,해수소중한아이정신건강의학과의원,031-717-5545,6. 의원,4. 개인,,,,,,,
1513,경기,성남시,분당구,서현로 184,호두정신건강의학과의원,031-546-0020,6. 의원,4. 개인,,,,,,,
1514,경기,성남시,분당구,돌마로 86 2-308,홍만제 정신건강의학과,031-718-7775,6. 의원,4. 개인,,,,,,,
1515,경기,성남시,수정구,위례동로 153,마음공원정신건강의학과의원,031-609-7071,6. 의원,4. 개인,,,,,,,
1516,경기,성남시,수정구,신흥동 4124,마음빛정신건강의학과의원,031-745-7856,6. 의원,4. 개인,,,,,,,
1517,경기,성남시,수정구,성남대로 1342,서울진정신건강의학과의원,031-607-8839,6. 의원,4. 개인,,,,,,,
1518,경기,성남시,수정구,성남대로 1270-1,성남사랑의병원,031-756-3024,2. 정신병원,4. 개인,O,,,,O,O,
1519,경기,성남시,수정구,수정로 171번길 10,성남시의료원,031-738-7000,1. 종합병원,2. 공립,,,,,,,
1520,경기,성남시,수정구,수정로 140 세민빌딩,성남제일정신건강의학과,031-757-8100,6. 의원,4. 개인,,,,,,,
1521,경기,성남시,수정구,수정로 100,수의원,031-757-1588,6. 의원,4. 개인,,,,,,,
1522,경기,성남시,수정구,수정로 106,연세정신건강의학과의원,031-752-7225,6. 의원,4. 개인,,,,,,,
1523,경기,성남시,수정구,위례광장로 300 중앙타워,위례상성정신건강의학과,031-757-8575,6. 의원,4. 개인,,,,,,,
1524,경기,성남시,수정구,위례광장로 310,위례연세정신건강의학과,031-758-7508,6. 의원,4. 개인,,,,,,,
1525,경기,성남시,수정구,위례광장로 320,위례편한정신건강의학과의원,031-723-5831,6. 의원,4. 개인,,,,,,,
1526,경기,성남시,수정구,공원로 322,전미유 정신건강의학과의원,031-743-2111,6. 의원,4. 개인,,,,,,,
1527,경기,성남시,수정구,산성대로 229 중앙빌딩 5,행복한정신건강의학과,031-753-5005,6. 의원,4. 개인,,,,,O,,
1528,경기,성남시,수정구,산성대로 241 BYC빌딩,휴엔병원,031-753-1000,5. 병원,4. 개인,O,,,,O,,
1529,경기,성남시,중원구,성남대로 1144,마마라정신건강의학과의원,031-602-1275,6. 의원,4. 개인,,,,,,,
1530,경기,성남시,중원구,성남대로 1130길3,모란정신건강의학과의원,031-759-1144,6. 의원,4. 개인,,,,,,,
1531,경기,성남시,중원구,광명로 5,배석주정신건강의학과의원,031-722-2156,6. 의원,4. 개인,,,,,,,
1532,경기,성남시,중원구,산성대로 356 정우빌딩,연세밝은마음정신건강의학과의원,031-746-0110,6. 의원,4. 개인,,,,,,,
1533,경기,성남시,중원구,성남대로 1132,위드유정신건강의학과의원,031-778-6698,6. 의원,4. 개인,,,,,,,
1534,경기,성남시,중원구,성남대로 1146,유경정신건강의학과의원,031-759-5777,6. 의원,4. 개인,,,,,,,
1535,경기,성남시,중원구,광명로 313 이화빌딩,함께하는정신건강의학과의원,031-735-3975,6. 의원,4. 개인,,,,,,O,
1536,경기,성남시,중원구,둔촌대로 84,현정신건강의학과의원,031-758-0575,6. 의원,4. 개인,,,,,,,
1537,경기,수원시,권선구,금곡로 205,다정정신건강의학과의원,031-245-4545,6. 의원,4. 개인,,,,,,,
1538,경기,수원시,권선구,금곡로 102번길 15,마음나루의원,031-293-4346,6. 의원,4. 개인,,,,,,,
1539,경기,수원시,권선구,경수대로 330 지성빌딩,브리즈정신건강의학과의원,031-233-7543,6. 의원,4. 개인,,,,,,,
1540,경기,수원시,권선구,오목천로 152번길 68,서수원병원,031-221-2222,2. 정신병원,3. 법인,O,,,,O,,
1541,경기,수원시,권선구,권선로 654,수원중앙병원,031-229-9778,5. 병원,3. 법인,O,,,,O,,
1542,경기,수원시,권선구,경수대로 373,행복한우리동네의원,031-217-6336,6. 의원,4. 개인,,,,,,,
1543,경기,수원시,영통구,봉영로 1612,강지윤정신건강의학과의원,031-202-7925,6. 의원,4. 개인,,,,,,,
1544,경기,수원시,영통구,도청로 18번길 26,광교굿슬립의원,031-216-7077,6. 의원,4. 개인,,,,,,,
1545,경기,수원시,영통구,센트럴타운로 98 경현빌딩,광교성모은정신건강의학과의원,031-8019-9997,6. 의원,4. 개인,,,,,,,
1546,경기,수원시,영통구,센트럴타운로 106,광교연세정신건강의학과의원,031-8004-3311,6. 의원,4. 개인,,,,,,,
1547,경기,수원시,영통구,광교중앙로 145,광교호수정신건강의학과의원,031-211-3832,6. 의원,4. 개인,,,,,,,
1548,경기,수원시,영통구,센트럴타운로 107,내인생봄날의원,031-8067-8267,6. 의원,4. 개인,,,,,,,
1549,경기,수원시,영통구,효원로 381번길,다원정신건강의학과의원,031-217-3669,6. 의원,4. 개인,,,,,,,
1550,경기,수원시,영통구,도청로 17번길 10,리지정신건강의학과의원,031-548-0198,6. 의원,4. 개인,,,,,,,
1551,경기,수원시,영통구,중부대로 266-1,마음똑똑정신건강의학과의원,031-214-5454,6. 의원,4. 개인,,,,,,,
1552,경기,수원시,영통구,중부대로 250-1,밝은마음정신건강의학과의원,031-216-4411,6. 의원,4. 개인,,,,,,,
1553,경기,수원시,영통구,봉영로 1569 뉴월드프라자,밝은미래정신건강의학과의원,031-206-7753,6. 의원,4. 개인,,,,,,,
1554,경기,수원시,영통구,덕영대로 1470,밝은빛정신건강의학과의원,031-202-0007,6. 의원,4. 개인,,,,,,,
1555,경기,수원시,영통구,영통로 195 골든스퀘어,새마음정신건강의학과의원,031-203-0675,6. 의원,4. 개인,,,,,,,
1556,경기,수원시,영통구,봉영로 1605 모던타운,서울아이정신건강의학과의원,031-203-4275,6. 의원,4. 개인,,,,,,,
1557,경기,수원시,영통구,덕영대로 1478,서울이룸정신건강의학과의원,031-203-5522,6. 의원,4. 개인,,,,,,,
1558,경기,수원시,영통구,동수원로 526 신라빌딩,수원성심정신건강의학과의원,031-213-2548,6. 의원,4. 개인,,,,,,,
1559,경기,수원시,영통구,월드컵로 164,아주대학교병원,1688-6114,1. 종합병원,3. 법인,,,,O,O,O,O
1560,경기,수원시,영통구,중부대로 259 예스프라자 502,오은영의원,031-215-1543,6. 의원,4. 개인,,,,,,,
1561,경기,수원시,영통구,덕영대로 1541,온쉼표정신건강의학과의원,031-8067-8088,6. 의원,4. 개인,,,,,,,
1562,경기,수원시,영통구,봉영로 1606 미네시티프라자,지성정신건강의학과의원,031-202-0113,6. 의원,4. 개인,,,,,,,
1563,경기,수원시,장안구,경수대로 940,The공감정신건강의학과의원,031-8019-8300,6. 의원,4. 개인,,,,,,,
1564,경기,수원시,장안구,수성로 245번길 69,경기도의료원 수원병원,031-888-0114,1. 종합병원,2. 공립,,,,,,,
1565,경기,수원시,장안구,팔달로 211,경기정신건강의학과의원,031-247-1135,6. 의원,4. 개인,,,,,,,
1566,경기,수원시,장안구,만석로,기쁜마음정신건강의학과의원,031-271-5007,6. 의원,4. 개인,,,,,,,
1567,경기,수원시,장안구,정자천로 187,아주다남병원,031-269-7578,2. 정신병원,4. 개인,O,,,,O,O,
1568,경기,수원시,장안구,경수대로 1111,아주편한병원,031-269-5665,2. 정신병원,4. 개인,O,,,O,O,,
1569,경기,수원시,장안구,대평로 80,연세소울정신의학과의원,031-268-8400,6. 의원,4. 개인,,,,,,,
1570,경기,수원시,장안구,대평로 86,좋은마음정신과의원,031-269-0033,6. 의원,4. 개인,,,,,,,
1571,경기,수원시,장안구,송원로 81,행복마음의원,031-253-7552,6. 의원,4. 개인,,,,,,,
1572,경기,수원시,팔달구,중부대로 93,가톨릭대학교 성빈센트병원,1577-8588,1. 종합병원,3. 법인,,,,,,,O
1573,경기,수원시,팔달구,권광로 197 남현빌딩,김원정신건강의학과의원,031-236-4946,6. 의원,4. 개인,,,,,,,
1574,경기,수원시,팔달구,권광로 181,닥터최정신건강의학과의원,031-224-8253,6. 의원,4. 개인,,,,,,,
1575,경기,수원시,팔달구,중부대로 165,동수원병원,031-210-0122,1. 종합병원,3. 법인,,,,,,,
1576,경기,수원시,팔달구,아주로 3,마마라정신건강의학과의원,031-305-8275,6. 의원,4. 개인,,,,,,,
1577,경기,수원시,팔달구,매산로 1가 57-105,미소드림정신과의원,031-207-9200,6. 의원,4. 개인,,,,,,,
1578,경기,수원시,팔달구,권광로 211 802,삼성공감정신건강의학과의원,031-236-1275,6. 의원,4. 개인,,,,,,,
1579,경기,수원시,팔달구,중부대로 11,손정신건강의학과의원,031-245-8411,6. 의원,4. 개인,,,,,,,
1580,경기,수원시,팔달구,정조로 777 수운빌딩,수원정신건강의학과의원,031-244-5351,6. 의원,4. 개인,,,,,,,
1581,경기,수원시,팔달구,정조로 801길 3 삼광빌딩,아름다운정신과의원,031-256-1588,6. 의원,4. 개인,,,,,,,
1582,경기,수원시,팔달구,중부대로 247,울림정신건강의학과의원,031-8007-3575,6. 의원,4. 개인,,,,,,,
1583,경기,수원시,팔달구,중부대로 215 우만선경아파트,윤정신건강의학과의원,031-212-5315,6. 의원,4. 개인,,,,,,,
1584,경기,수원시,팔달구,권광로 208 (인계동) 인송빌딩,이용석정신건강의학과의원,031-233-7533,6. 의원,4. 개인,,,,,,,
1585,경기,수원시,팔달구,덕영대로 899 세진브론즈빌,이정식정신건강의학과의원,031-241-5525,6. 의원,4. 개인,,,,,,,
1586,경기,수원시,팔달구,정조로 775 신성빌딩,장덕환정신건강의학과의원,031-247-0555,6. 의원,4. 개인,,,,,,,
1587,경기,수원시,팔달구,인계로 138번길 8,정진정신건강의학과의원,031-548-2565,6. 의원,4. 개인,,,,,,,
1588,경기,수원시,팔달구,행궁로 102,하나병원,031-8005-9111,2. 정신병원,4. 개인,O,,,,O,,
1589,경기,수원시,팔달구,향교로 1벌길 8,하모니정신건강의학과의원,031-242-2040,6. 의원,4. 개인,,,,,,,
1590,경기,수원시,팔달구,정조로 801번길 3,해맑은정신건강의학과의원,031-242-5588,6. 의원,4. 개인,,,,,,,
1591,경기,수원시,팔달구,중부대로 128번길 49,희망정신겅강의학과의원,031-267-1675,6. 의원,4. 개인,,,,,,,
1592,경기,시흥시,,정왕대로 230,마음과마음정신건강의학과,031-499-4975,6. 의원,4. 개인,,,,,,,
1593,경기,시흥시,,중심상가2길 12-2,메디월드의원,031-499-1447,6. 의원,4. 개인,,,,,,,
